Genus,Species,Synonyms,Extant,Plesiadapiform,Plesiadapiform Reference,First Appearance (mya),Last Appearance (mya),Period Reference,Body Size (g),Body Size Reference,m1 Length,m1 Width,M1 Length,M1 Width,m2 Length,m2 Width,M2 Length,M2 Width,m3 Length,m3 Width,M3 Length,M3 Width,p4 Length,p4 Width,P4 Length,P4 Width,Measurement References,New World
Ateles,paniscus,,yes,,,,,,8775,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Ateles,rufiventris,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Ateles ,chamek,,yes,,,,,,6000,extant_mass.csv,,,,,,,,,,,,,,,,,,
Avahi,laniger,,yes,,,,,,1175,Fleagle 1999,,,,,,,,,,,,,,,,,,
Avahi,occidentalis,,yes,,,,,,795.5,Fleagle 1999,,,,,,,,,,,,,,,,,,
Avahi ,betsileo,,yes,,,,,,1100,extant_mass.csv,,,,,,,,,,,,,,,,,,
Avahi ,cleesei,,yes,,,,,,905,extant_mass.csv,,,,,,,,,,,,,,,,,,
Avahi ,meridionalis,,yes,,,,,,1050,extant_mass.csv,,,,,,,,,,,,,,,,,,
Avahi ,mooreorum,,yes,,,,,,920,extant_mass.csv,,,,,,,,,,,,,,,,,,
Avahi ,peyrierasi,,yes,,,,,,1050,extant_mass.csv,,,,,,,,,,,,,,,,,,
Avahi ,ramanantsoavanai,,yes,,,,,,950,extant_mass.csv,,,,,,,,,,,,,,,,,,
Avahi ,unicolor,,yes,,,,,,875,extant_mass.csv,,,,,,,,,,,,,,,,,,
Bahinia,pondaungensis,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Brachyteles,arachnoides,,yes,,,,,,8840,Fleagle 1999,7.2,5.4,6.9,7.8,7.1,5.5,6.4,7.6,6.2,5.5,5.4,6.4,4.4,5.3,4.7,5.5,Swindler 2002,yes
Brachyteles ,hypoxanthus,,yes,,,,,,8250,extant_mass.csv,,,,,,,,,,,,,,,,,,
Cacajao,calvus,,yes,,,5,0,Boubli and Ditchfield,3165,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Cacajao,melanocephalus,,yes,,,5,0,Boubli and Ditchfield,2935,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Cacajao,ouakary,,yes,,,,,,2350,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callibella ,humilis,mico humilis,yes,,,,,,167.5,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus,berhardi,,yes,,,,,,950,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus,brunneus,,yes,,,,,,829.5,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callicebus,caligatus,,yes,,,,,,880,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callicebus,cupreus,,yes,,,,,,1120,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,yes
Callicebus,donacophilus,,yes,,,,,,950,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callicebus,hoffmanni,,yes,,,,,,1060,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callicebus,modestus,,yes,,,,,,800,extant_mass.csv,,,,,,,,,,,,,,,,,,yes
Callicebus,moloch,,yes,,,,,,988,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callicebus,oenanthe,,yes,,,,,,800,extant_mass.csv,,,,,,,,,,,,,,,,,,yes
Callicebus,olallae,,yes,,,,,,800,extant_mass.csv,,,,,,,,,,,,,,,,,,yes
Callicebus,personatus,,yes,,,,,,1350,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,yes
Callicebus,torquatus,,yes,,,,,,1245,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callicebus ,aureipalatii,,yes,,,,,,950,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus ,baptista,,yes,,,,,,1165,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus ,caquetensis,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Callicebus ,cinerascens,,yes,,,,,,845,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus ,coimbrai,,yes,,,,,,1165,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus ,discolor,,yes,,,,,,965,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus ,donacophilus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Callicebus ,dubius,,yes,,,,,,800,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus ,lucifer,,yes,,,,,,1500,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus ,lugens,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Callicebus ,medemi,,yes,,,,,,1280,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus ,pallescens,,yes,,,,,,800,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callicebus ,purinus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Callicebus ,regulus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Callicebus ,stephennashi,,yes,,,,,,780,extant_mass.csv,,,,,,,,,,,,,,,,,,
Callimico,goeldii,,yes,,,0.012,0,Fossilworks,483.5,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callithrix,argentata,,yes,,,,,,346.5,Fleagle 1999,,,,,,,,,,,,,,,,,,
Callithrix,aurita,,yes,,,,,,429,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callithrix,chrysoleuca,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Callithrix,emiliae,,yes,,,,,,321.5,Fleagle 1999,,,,,,,,,,,,,,,,,,
Callithrix,flaviceps,,yes,,,,,,406,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callithrix,geoffroyi,,yes,,,,,,359,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callithrix,humeralifer,,yes,,,,,,473.5,Fleagle 1999,,,,,,,,,,,,,,,,,,
Callithrix,jacchus,,yes,,,,,,320.5,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callithrix,kuhlii,,yes,,,,,,375,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callithrix,mauesi,,yes,,,,,,371.5,Fleagle 1999,,,,,,,,,,,,,,,,,,
Callithrix,melanura,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Callithrix,nigriceps,,yes,,,,,,380,Fleagle 1999,,,,,,,,,,,,,,,,,,
Callithrix,penicillata,,yes,,,,,,325.5,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Callithrix,pygmaea,cebuella pygmaea,yes,,,0.012,0,Fossilworks,116,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Carlito ,syrichta,,yes,,,,,,131.5,extant_mass.csv,,,,,,,,,,,,,,,,,,
Cebuella ,pygmaea,,yes,,,,,,112.5,extant_mass.csv,,,,,,,,,,,,,,,,,,
Cebus,albifrons,,yes,,,,,,2678.33,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,yes
Cebus,albulus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Cebus,apella,,yes,,,0.012,0,Fossilworks,3085,Fleagle 1999,4.95,4.95,4.65,6.15,4.65,4.9,3.4,5.5,3.75,4.15,2.75,4.45,3.8,5.15,3.55,6.75,Swindler 2002,yes
Cebus,brunneus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Cebus,capucinus,,yes,,,0.012,0,Fossilworks,3110,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Cebus,imitator,,yes,,,,,,3250,extant_mass.csv,,,,,,,,,,,,,,,,,,
Cebus,kaapori,,yes,,,,,,2650,extant_mass.csv,,,,,,,,,,,,,,,,,,
Cebus,margaritae,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Cebus,nigrivittatus,,yes,,,0.012,0,Fossilworks,,,,,,,,,,,,,,,,,,,,
Cebus,olivaceus,,yes,,,,,,2905,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Cebus ,unicolor,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Cephalopachus,bancanus,,yes,,,,,,119.5,extant_mass.csv,,,,,,,,,,,,,,,,,,
Cercocebus,agilis,,yes,,,,,,7580,Fleagle 1999,,,,,,,,,,,,,,,,,,
Cercocebus,atys,,yes,,,,,,8225,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,
Cercocebus,fuliginosus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Cercocebus,galeritus,,yes,,,,,,7742.5,Fleagle 1999/extant_mass.csv,7.2,6.15,7.2,7.75,7.95,7.35,7.85,8.3,8.3,7.05,6.8,7.7,6,5.7,5.65,7.5,Swindler 2002,
Cercocebus,torquatus,,yes,,,,,,8615,Fleagle 1999,7.3,6.05,7.35,7.7,8.25,7.3,8.05,8.4,9.5,7.4,8.1,8.2,6,5.65,5.65,7,Swindler 2002,
Cercopithecus,albogularis,,yes,,,,,,6200,extant_mass.csv,,,,,,,,,,,,,,,,,,
Cercopithecus,ascanius,,yes,,,,,,3310,Fleagle 1999,5.1,3.7,5,4.8,5.4,4.5,5.4,5.4,5.2,4.3,5.35,4.65,4.2,3.2,3.55,4.2,Swindler 2002,
Cercopithecus,campbelli,,yes,,,,,,3750,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,
Cercopithecus,centralis,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Cercopithecus,cephalopterus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Cercopithecus,cephus,,yes,,,,,,3585,Fleagle 1999,5.5,3.95,5.55,5.2,5.9,4.7,5.85,5.9,5.75,4.6,5.1,5.1,4.8,3.45,4.15,4.55,Swindler 2002,
Cercopithecus,diana,,yes,,,,,,4550,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,
Cercopithecus,dryas,,yes,,,,,,3000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Cercopithecus,erythrogaster,,yes,,,,,,3250,Fleagle 1999,,,,,,,,,,,,,,,,,,
Cercopithecus,erythrotis,,yes,,,,,,3250,Fleagle 1999,,,,,,,,,,,,,,,,,,
Cercopithecus,hamlyni,,yes,,,,,,4425,Fleagle 1999,,,,,,,,,,,,,,,,,,
Cercopithecus,kolbi,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Cercopithecus,lhoesti,,yes,,,,,,4710,Fleagle 1999,,,,,,,,,,,,,,,,,,
Cercopithecus,mitis,,yes,,,0.012,0,Fossilworks,6090,Fleagle 1999,6.1,4.3,6,5.45,6.6,5.25,6.45,6.15,6.45,5.3,5.7,5.55,5.05,3.75,4.4,5.05,Swindler 2002,
Cercopithecus,mona,,yes,,,,,,5100,Fleagle 1999,5.25,3.8,5.3,5.1,5.75,4.85,5.75,5.95,5.55,4.65,5,5.25,4.4,3.4,4,4.5,Swindler 2002,
Cercopithecus,neglectus,,yes,,,,,,5740,Fleagle 1999,6.1,4.4,6.1,5.35,6.5,5.3,6.55,6.25,6.6,5.2,5.75,5.5,5.35,3.75,4.65,4.85,Swindler 2002,
Cercopithecus,nictitans,,yes,,,,,,5465,Fleagle 1999,5.6,3.95,5.55,5.1,6,4.9,6,5.85,5.95,4.8,5.2,5.25,4.75,3.6,3.95,4.65,Swindler 2002,
Cercopithecus,petaurista,,yes,,,,,,3650,Fleagle 1999,,,,,,,,,,,,,,,,,,
Cercopithecus,pogonias,,yes,,,,,,3915,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,
Cercopithecus,preussi,,yes,,,,,,4500,Fleagle 1999,,,,,,,,,,,,,,,,,,
Cercopithecus,pygerythrus,chlorocebus pygerythrus,yes,,,0.012,0,Fossilworks,3950,extant_mass.csv,,,,,,,,,,,,,,,,,,
Cercopithecus,ruber,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Cercopithecus,sabaeus,chlorocebus sabaeus,yes,,,,,,3950,extant_mass.csv,,,,,,,,,,,,,,,,,,
Cercopithecus,salongo,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Cercopithecus,sclateri,,yes,,,,,,3250,Fleagle 1999,,,,,,,,,,,,,,,,,,
Cercopithecus,solatus,,yes,,,,,,5405,Fleagle 1999,,,,,,,,,,,,,,,,,,
Cercopithecus,wolfi,,yes,,,,,,3390,Fleagle 1999,,,,,,,,,,,,,,,,,,
Cercopithecus ,kandti,,yes,,,,,,6650,extant_mass.csv,,,,,,,,,,,,,,,,,,
Cheirogaleus,major,,yes,,,,,,400,Fleagle 1999,,,,,,,,,,,,,,,,,,
Cheirogaleus,medius,,yes,,,0.012,0,Fossilworks,282.5,Fleagle 1999,,,,,,,,,,,,,,,,,,
Cheirogaleus ,sibreei,,yes,,,,,,272,extant_mass.csv,,,,,,,,,,,,,,,,,,
Chiropotes,albinasus,,yes,,,,,,2820,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Chiropotes,satanas,,yes,,,,,,2870,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,yes
Chiropotes ,chiropotes,,yes,,,,,,3000,extant_mass.csv,,,,,,,,,,,,,,,,,,
Chlorocebus,aethiops,,yes,,,,,,3620,Fleagle 1999,5.75,4.3,5.55,5.4,6.25,5.15,6.25,6.2,6.05,5.05,5.2,5.45,4.6,3.55,4.1,4.85,Swindler 2002,
Chlorocebus,cynosuros,,yes,,,,,,3950,extant_mass.csv,,,,,,,,,,,,,,,,,,
Chlorocebus,djamdjamensis,,yes,,,,,,3950,extant_mass.csv,,,,,,,,,,,,,,,,,,
Chlorocebus,lhoesti,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorocebus,solatus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorocebus,tantalus,,yes,,,,,,4700,extant_mass.csv,,,,,,,,,,,,,,,,,,
Colobus,angolensis,,yes,,,,,,8625,Fleagle 1999,,,,,,,,,,,,,,,,,,
Colobus,guereza,,yes,,,2.588,0,Fossilworks,11350,Fleagle 1999,,,,,,,,,,,,,,,,,,
Colobus,polykomos,,yes,,,,,,9100,Fleagle 1999,7.1,5.35,6.9,6.35,7.55,6.1,7.35,7.15,9.5,6.15,7.45,6.7,6,4.8,5.15,6.45,Swindler 2002,
Colobus,satanas,,yes,,,,,,8910,Fleagle 1999,,,,,,,,,,,,,,,,,,
Colobus ,vellerosus,,yes,,,,,,8450,extant_mass.csv,,,,,,,,,,,,,,,,,,
Daubentonia,madagascariensis,,yes,,,,,,2555,Fleagle 1999,,,,,,,,,,,,,,,,,,
Erythrocebus,patas,chlorocebus patas,yes,,,0.012,0,Fossilworks,8185,Fleagle 1999,,,,,,,,,,,,,,,,,,
Eulemur,albocollaris,cinereiceps,yes,,,,,,2000,extant_mass.csv,,,,,,,,,,,,,,,,,,
Eulemur,collaris,,yes,,,,,,2200,extant_mass.csv,,,,,,,,,,,,,,,,,,
Eulemur,coronatus,,yes,,,,,,1180,Fleagle 1999,,,,,,,,,,,,,,,,,,
Eulemur,flavifrons,,yes,,,,,,1850,extant_mass.csv,,,,,,,,,,,,,,,,,,
Eulemur,fulvus,,yes,,,,,,1905,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,
Eulemur,macaco,,yes,,,,,,1820,Fleagle 1999,,,,,,,,,,,,,,,,,,
Eulemur,mongoz,,yes,,,,,,1485,Fleagle 1999,,,,,,,,,,,,,,,,,,
Eulemur,rubriventer,,yes,,,,,,1960,Fleagle 1999,,,,,,,,,,,,,,,,,,
Eulemur,rufifrons,,yes,,,,,,2300,extant_mass.csv,,,,,,,,,,,,,,,,,,
Euoticus,elegantulus,,yes,,,,,,300,Fleagle 1999,,,,,,,,,,,,,,,,,,
Euoticus,matschiei,,yes,,,,,,209.5,Fleagle 1999,,,,,,,,,,,,,,,,,,
Euoticus ,pallidus,,yes,,,,,,230,extant_mass.csv,,,,,,,,,,,,,,,,,,
Galago,alleni,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Galago,gallarum,,yes,,,,,,200,Fleagle 1999,,,,,,,,,,,,,,,,,,
Galago,moholi,,yes,,,,,,180,Fleagle 1999,,,,,,,,,,,,,,,,,,
Galago,senegalensis,,yes,,,2.588,0,Fossilworks,213,Fleagle 1999,2.25,1.9,2.5,3,2.3,2,2.35,3.25,2.7,1.8,1.85,2.8,2.05,1.6,2.2,2.55,Swindler 2002,
Galago ,matschiei,,yes,,,,,,210,extant_mass.csv,,,,,,,,,,,,,,,,,,
Galagoides,alleni,,yes,,,,,,273,Fleagle 1999,,,,,,,,,,,,,,,,,,
Galagoides,cocos,,yes,,,,,,167.5,extant_mass.csv,,,,,,,,,,,,,,,,,,
Galagoides,demidoff,,yes,,,,,,61.5,Fleagle 1999,,,,,,,,,,,,,,,,,,
Galagoides,granti,galago granti,yes,,,,,,52.5,extant_mass.csv,,,,,,,,,,,,,,,,,,
Galagoides,orinus,,yes,,,,,,86,extant_mass.csv,,,,,,,,,,,,,,,,,,
Galagoides,rondoensis,,yes,,,,,,52.5,extant_mass.csv,,,,,,,,,,,,,,,,,,
Galagoides,thomasi,,yes,,,,,,116.5,Fleagle 1999,,,,,,,,,,,,,,,,,,
Galagoides,zanzibaricus,,yes,,,,,,143,Fleagle 1999,,,,,,,,,,,,,,,,,,
Gorilla,beringei,,yes,,,,,,130000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Gorilla,gorilla,,yes,,,,,,120950,Fleagle 1999,15.8,13.45,15.25,15.2,17.65,15.85,16.75,16.35,17,15.25,15.35,15.15,11.55,13.95,11.1,14.8,Swindler 2002,
Gorilla,graueri,,yes,,,,,,123100,Fleagle 1999,,,,,,,,,,,,,,,,,,
Hapalemur,aureus,,yes,,,,,,1455,Fleagle 1999,,,,,,,,,,,,,,,,,,
Hapalemur,griseus,,yes,,,,,,979.5,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,
Hapalemur,simus,,yes,,,,,,1725,Fleagle 1999,,,,,,,,,,,,,,,,,,
Hapalemur ,meridionalis,,yes,,,,,,855,extant_mass.csv,,,,,,,,,,,,,,,,,,
Hapalemur ,occidentalis,,yes,,,,,,1023,extant_mass.csv,,,,,,,,,,,,,,,,,,
Homo,sapiens,,yes,,,0.126,0,Fossilworks,60000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Hoolock,hoolock,,yes,,,,,,6500,extant_mass.csv,,,,,,,,,,,,,,,,,,
Hoolock,leuconedys,,yes,,,,,,7500,extant_mass.csv,,,,,,,,,,,,,,,,,,
Hylobates,abbotti,,yes,,,,,,5950,extant_mass.csv,,,,,,,,,,,,,,,,,,
Hylobates,agilis,,yes,,,,,,5850,Fleagle 1999,6,4.9,5.65,6,6.3,5.45,5.95,6.35,6,5.3,5.2,5.95,4.75,4.25,4.25,5,Swindler 2002,
Hylobates,albibarbis,,yes,,,,,,5850,extant_mass.csv,,,,,,,,,,,,,,,,,,
Hylobates,concolor,,yes,,,,,,7705,Fleagle 1999,,,,,,,,,,,,,,,,,,
Hylobates,funereus,,yes,,,,,,5700,extant_mass.csv,,,,,,,,,,,,,,,,,,
Hylobates,hoolock,,yes,,,,,,6875,Fleagle 1999,,,,,,,,,,,,,,,,,,
Hylobates,klossii,,yes,,,,,,5795,Fleagle 1999,5.9,4.65,5.35,5.8,5.95,4.95,5.4,5.85,5.2,4.55,4,5.6,4.6,4.05,4.05,4.95,Swindler 2002,
Hylobates,lar,,yes,,,,,,5620,Fleagle 1999,5.6,4.4,5.4,5.5,5.9,5.2,5.7,6.2,5.4,5,4.8,5.6,4.6,4.3,4,5.1,Swindler 2002,
Hylobates,moloch,,yes,,,,,,6415,Fleagle 1999,6.3,5.05,5.8,6.4,6.55,5.5,6.15,6.35,6.25,5.4,5.1,5.85,4.95,4.3,4.4,5.35,Swindler 2002,
Hylobates,muelleri,,yes,,,,,,5530,Fleagle 1999,,,,,,,,,,,,,,,,,,
Hylobates,pileatus,,yes,,,,,,5470,Fleagle 1999,,,,,,,,,,,,,,,,,,
Hylobates,syndactylus,,yes,,,,,,11300,Fleagle 1999,,,,,,,,,,,,,,,,,,
Indri,indri,,yes,,,,,,6335,Fleagle 1999,,,,,,,,,,,,,,,,,,
Insulacebus,toussaintiana,,yes,,,0.012,0,Fossilworks,,,,,,,,,,,,,,,,,,,,
Lagothrix,flavicauda,oreonax flavicauda,yes,,,2.1,0,Fiore et al. 2014,10000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Lagothrix,lagotricha,,yes,,,0.012,0,Fossilworks,7383.33,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,yes
Lemur,catta,,yes,,,0.012,0,Fossilworks,2210,Fleagle 1999,,,,,,,,,,,,,,,,,,
Leontopithecus,caissara,,yes,,,,,,575,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Leontopithecus,chrysomelas,,yes,,,,,,577.5,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Leontopithecus,chrysopygus,,yes,,,,,,577.5,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Leontopithecus,oedipus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Leontopithecus,rosalia,,yes,,,,,,609,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Lepilemur,aeeclis,,yes,,,,,,850,extant_mass.csv,,,,,,,,,,,,,,,,,,
Lepilemur,ahmansonorum,,yes,,,,,,550,extant_mass.csv,,,,,,,,,,,,,,,,,,
Lepilemur,ankaranensis,,yes,,,,,,730,extant_mass.csv,,,,,,,,,,,,,,,,,,
Lepilemur,betsileo,,yes,,,,,,1100,extant_mass.csv,,,,,,,,,,,,,,,,,,
Lepilemur,dorsalis,,yes,,,,,,550,Fleagle 1999,,,,,,,,,,,,,,,,,,
Lepilemur,edwardsi,,yes,,,,,,921,Fleagle 1999,,,,,,,,,,,,,,,,,,
Lepilemur,fleuretae,,yes,,,,,,800,extant_mass.csv,,,,,,,,,,,,,,,,,,
Lepilemur,grewcockorum,,yes,,,,,,900,extant_mass.csv,,,,,,,,,,,,,,,,,,
Lepilemur,hollandorum,,yes,,,,,,1000,extant_mass.csv,,,,,,,,,,,,,,,,,,
Lepilemur,hubbardi,,yes,,,,,,990,extant_mass.csv,,,,,,,,,,,,,,,,,,
Lepilemur,jamesorum,,yes,,,,,,964,extant_mass.csv,,,,,,,,,,,,,,,,,,
Lepilemur,leucopus,,yes,,,,,,605.5,Fleagle 1999,,,,,,,,,,,,,,,,,,
Lepilemur,microdon,,yes,,,,,,970,Fleagle 1999,,,,,,,,,,,,,,,,,,
Lepilemur,mustelinus,,yes,,,,,,770,Fleagle 1999,3.55,2.325,3.45,3.385,3.54,2.39,3.35,3.51,3.985,2.11,2.735,3.075,2.675,1.89,2.675,2.765,Swindler 2002,
Lepilemur,ruficaudatus,,yes,,,,,,775,Fleagle 1999,,,,,,,,,,,,,,,,,,
Lepilemur,septentrionalis,,yes,,,,,,750,Fleagle 1999,,,,,,,,,,,,,,,,,,
Lepilemur ,milanoii,,yes,,,,,,711,extant_mass.csv,,,,,,,,,,,,,,,,,,
Lepilemur ,otto,,yes,,,,,,862.5,extant_mass.csv,,,,,,,,,,,,,,,,,,
Lepilemur ,petteri,,yes,,,,,,630,extant_mass.csv,,,,,,,,,,,,,,,,,,
Lepilemur ,randrianasoloi,,yes,,,,,,775,extant_mass.csv,,,,,,,,,,,,,,,,,,
Lepilemur ,sahamalazensis,,yes,,,,,,720,extant_mass.csv,,,,,,,,,,,,,,,,,,
Lepilemur ,scottorum,,yes,,,,,,880,extant_mass.csv,,,,,,,,,,,,,,,,,,
Lepilemur ,seali,,yes,,,,,,950,extant_mass.csv,,,,,,,,,,,,,,,,,,
Lepilemur ,wrightae,,yes,,,,,,1100,extant_mass.csv,,,,,,,,,,,,,,,,,,
Lophocebus,albigena,,yes,,,,,,6395,Fleagle 1999/extant_mass.csv,6.7,5.4,6.8,6.45,7.35,6.35,7.35,7.05,8,6.15,6.65,6.6,5.2,4.75,4.6,5.7,Swindler 2002,
Lophocebus,aterrimus,,yes,,,,,,6800,Fleagle 1999,,,,,,,,,,,,,,,,,,
