Genus,Species,Synonyms,Extant,Plesiadapiform,Plesiadapiform Reference,First Appearance (mya),Last Appearance (mya),Period Reference,Body Size (g),Body Size Reference,m1 Length,m1 Width,M1 Length,M1 Width,m2 Length,m2 Width,M2 Length,M2 Width,m3 Length,m3 Width,M3 Length,M3 Width,p4 Length,p4 Width,P4 Length,P4 Width,Measurement References,New World
Loris,tardigradus,,yes,,,,,,263.75,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,
Macaca,arctoides,,yes,,,,,,10300,Fleagle 1999,,,,,,,,,,,,,,,,,,
Macaca,assamensis,,yes,,,0.781,0,Fossilworks (extant 0),9100,Fleagle 1999,,,,,,,,,,,,,,,,,,
Macaca,brunnescens,,yes,,,,,,16600,Fleagle 1999,,,,,,,,,,,,,,,,,,
Macaca,cyclopis,,yes,,,,,,12000,extant_mass.csv,,,,,,,,,,,,,,,,,,
Macaca,cyclops,,yes,,,,,,5470,Fleagle 1999,,,,,,,,,,,,,,,,,,
Macaca,fascicularis,,yes,,,,,,4475,Fleagle 1999,6.45,5.1,6.4,6.3,7.35,6.05,7.2,7.15,8.65,5.95,6.95,6.75,5.05,4.65,4.7,5.85,Swindler 2002,
Macaca,fuscata,,yes,,,,,,9515,Fleagle 1999,,,,,,,,,,,,,,,,,,
Macaca,hecki,,yes,,,,,,9000,Fleagle 1999,,,,,,,,,,,,,,,,,,
Macaca,maura,,yes,,,,,,7885,Fleagle 1999,,,,,,,,,,,,,,,,,,
Macaca,mulatta,,yes,,,0.126,0,Fossilworks (extant 0),6540,Fleagle 1999,7.1,5.55,7.15,6.9,7.8,6.5,7.7,7.65,8.75,6.3,7.35,7.3,5.35,4.9,5.05,6.4,Swindler 2002,
Macaca,munzala,,yes,,,,,,14000,extant_mass.csv,,,,,,,,,,,,,,,,,,
Macaca,nemestrina,,yes,,,,,,9500,extant_mass.csv,,,,,,,,,,,,,,,,,,
Macaca,nigra,,yes,,,,,,7680,Fleagle 1999,6.85,5.05,6.75,6.25,7.65,6.65,7.9,6.8,10.3,6.8,8.05,7.45,5.85,4.9,5.1,6,Swindler 2002,
Macaca,nigriscens,,yes,,,,,,9500,Fleagle 1999,,,,,,,,,,,,,,,,,,
Macaca,ochreata,,yes,,,,,,3950,Fleagle 1999,,,,,,,,,,,,,,,,,,
Macaca,radiata,,yes,,,,,,5260,Fleagle 1999,,,,,,,,,,,,,,,,,,
Macaca,siberu,,yes,,,,,,6750,extant_mass.csv,,,,,,,,,,,,,,,,,,
Macaca,silenus,,yes,,,,,,7500,Fleagle 1999,,,,,,,,,,,,,,,,,,
Macaca,sinica,,yes,,,,,,4440,Fleagle 1999,,,,,,,,,,,,,,,,,,
Macaca,sylvanus,,yes,,,0.781,0,Fossilworks (extant 0),13500,Fleagle 1999,,,,,,,,,,,,,,,,,,
Macaca,thibetana,,yes,,,0.781,0,Fossilworks (extant 0),10850,Fleagle 1999,,,,,,,,,,,,,,,,,,
Macaca,tonkeana,,yes,,,,,,11950,Fleagle 1999,,,,,,,,,,,,,,,,,,
Macaca ,leonina,,yes,,,,,,6750,extant_mass.csv,,,,,,,,,,,,,,,,,,
Macacus,cynomolgus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Macacus,eocaenus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Macacus,nemestrinus,,yes,,,,,,8850,Fleagle 1999,7.4,5.7,7.25,7.15,8.25,6.9,8.25,8.2,10.45,7.35,8.25,8.1,6.3,5.35,5.45,6.55,Swindler 2002,
Macacus,priscus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Mandrillus,leucophaeus,,yes,,,,,,16250,Fleagle 1999,,,,,,,,,,,,,,,,,,
Mandrillus,sphinx,,yes,,,,,,22250,Fleagle 1999,,,,,,,,,,,,,,,,,,
Mico,argentatus,,yes,,,,,,377.5,extant_mass.csv,,,,,,,,,,,,,,,,,,
Mico,intermedius,,yes,,,,,,295,extant_mass.csv,,,,,,,,,,,,,,,,,,
Mico,leucippe,,yes,,,,,,330,extant_mass.csv,,,,,,,,,,,,,,,,,,
Mico,manicorensis,,yes,,,,,,350,extant_mass.csv,,,,,,,,,,,,,,,,,,
Mico,mauesi,,yes,,,,,,357.5,extant_mass.csv,,,,,,,,,,,,,,,,,,
Mico,melanurus,,yes,,,,,,330,extant_mass.csv,,,,,,,,,,,,,,,,,,
Mico,rondoni,,yes,,,,,,320,extant_mass.csv,,,,,,,,,,,,,,,,,,
Mico,saterei,,yes,,,,,,430,extant_mass.csv,,,,,,,,,,,,,,,,,,
Microcebus,berthae,,yes,,,,,,31,extant_mass.csv,,,,,,,,,,,,,,,,,,
Microcebus,coquereli,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Microcebus,gerpi,,yes,,,,,,68,extant_mass.csv,,,,,,,,,,,,,,,,,,
Microcebus,griseorufus,,yes,,,,,,45,extant_mass.csv,,,,,,,,,,,,,,,,,,
Microcebus,jollyae,,yes,,,,,,49,extant_mass.csv,,,,,,,,,,,,,,,,,,
Microcebus,lehilahystara,,yes,,,,,,46.5,extant_mass.csv,,,,,,,,,,,,,,,,,,
Microcebus,murinus,,yes,,,,,,61,Fleagle 1999,,,,,,,,,,,,,,,,,,
Microcebus,rufus,,yes,,,,,,47.5,Fleagle 1999,,,,,,,,,,,,,,,,,,
Microcebus,tavaratra,,yes,,,,,,54,extant_mass.csv,,,,,,,,,,,,,,,,,,
Microcebus ,mittermeieri,,yes,,,,,,46,extant_mass.csv,,,,,,,,,,,,,,,,,,
Microcebus ,sambiranensis,,yes,,,,,,45,extant_mass.csv,,,,,,,,,,,,,,,,,,
Miopithecus,talapoin,,yes,,,,,,1250,Fleagle 1999,,,,,,,,,,,,,,,,,,
Miopithecus ,ogouensis,,yes,,,,,,1250,extant_mass.csv,,,,,,,,,,,,,,,,,,
Mirza,coquereli,,yes,,,,,,315,Fleagle 1999,,,,,,,,,,,,,,,,,,
Mirza,zaza,,yes,,,,,,290,extant_mass.csv,,,,,,,,,,,,,,,,,,
Nasalis,larvatus,,yes,,,,,,15110,Fleagle 1999,7.1,5.15,6.9,6.15,7.85,6.2,7.7,7.05,9.85,6.55,7.65,6.9,5.2,4.75,5.1,5.95,Swindler 2002,
Nasalis,nasuus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Nomascus,concolor,,yes,,,0.781,0,Fossilworks (extant 0),8450,extant_mass.csv,,,,,,,,,,,,,,,,,,
Nomascus,gabriellae,,yes,,,,,,5200,extant_mass.csv,,,,,,,,,,,,,,,,,,
Nomascus,hainanus,,yes,,,,,,7900,extant_mass.csv,,,,,,,,,,,,,,,,,,
Nomascus,leucogenys,,yes,,,,,,6500,extant_mass.csv,,,,,,,,,,,,,,,,,,
Nomascus,nasutus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Nomascus,siki,,yes,,,,,,7250,extant_mass.csv,,,,,,,,,,,,,,,,,,
Nycticebus,bengalensis,,yes,,,,,,1375,extant_mass.csv,,,,,,,,,,,,,,,,,,
Nycticebus,coucang,menagensis,yes,,,,,,801.25,Fleagle 1999/extant_mass.csv,3.4,2.7,3.5,4.25,3.35,2.8,3.2,4.15,3.45,2.4,2.45,3.5,2.3,2.45,2.45,3.1,Swindler 2002,
Nycticebus,pygmaeus,,yes,,,,,,307,Fleagle 1999,,,,,,,,,,,,,,,,,,
Otolemur,crassicaudatus,,yes,,,,,,1150,Fleagle 1999,3.95,3.25,4.3,4.95,3.9,3.35,4,5.35,4.3,2.85,3.1,4.25,3.5,2.7,3.65,4.2,Swindler 2002,
Otolemur,garnettii,,yes,,,,,,764,Fleagle 1999,,,,,,,,,,,,,,,,,,
Pan,paniscus,,yes,,,,,,39100,Fleagle 1999,9.3,8.85,8.4,9.6,9.8,9.15,8.4,10.2,9.2,8.3,8,10,7.05,7.7,6.2,8.9,Swindler 2002,
Pan,schweinfurthii,,yes,,,,,,38200,Fleagle 1999,,,,,,,,,,,,,,,,,,
Pan,troglodytes,,yes,,,,,,52750,Fleagle 1999,10.9,9.7,10.2,11.3,11.2,10.55,10.25,11.55,10.6,10.15,9.75,11.1,7.65,8.8,7.2,10.15,Swindler 2002,
Pan,verus,,yes,,,,,,45450,Fleagle 1999,,,,,,,,,,,,,,,,,,
Papio,anubis,,yes,,,0.012,0,Fossilworks,19200,Fleagle 1999,,,,,,,,,,,,,,,,,,
Papio,cynocephalus,,yes,,,0.012,0,Fossilworks,15025,Fleagle 1999/extant_mass.csv,10.45,8,10.6,9.7,12.2,9.95,12.3,10.85,15.2,10.75,12.6,11.9,7.95,6.9,7.4,8.4,Swindler 2002,
Papio,hamadryas,,yes,,,2.588,0,Fossilworks (extant 0),13400,Fleagle 1999,,,,,,,,,,,,,,,,,,
Papio,papio,,yes,,,,,,12100,Fleagle 1999,,,,,,,,,,,,,,,,,,
Papio,porcarius,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Papio,ursinus,,yes,,,,,,22300,Fleagle 1999,,,,,,,,,,,,,,,,,,
Perodicticus,ibeanus,,yes,,,,,,1100,extant_mass.csv,,,,,,,,,,,,,,,,,,
Perodicticus,potto,,yes,,,,,,1066.5,Fleagle 1999/extant_mass.csv,3.15,2.6,3.45,3.9,3.35,2.85,3.35,4.35,3.15,2.4,2.15,3.45,2.35,2.45,2.45,2.8,Swindler 2002,
Phaner,furcifer,parienti:pallescens:electromontis,yes,,,,,,460,Fleagle 1999,,,,,,,,,,,,,,,,,,
Piliocolobus,badius,,yes,,,,,,7092.5,Fleagle 1999/extant_mass.csv,7.15,5,6.95,6,7.35,5.6,7.25,6.55,9,5.75,7,6.35,5.65,4.55,5,5.8,Swindler 2002,
Piliocolobus,bouvieri,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Piliocolobus,epieni,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Piliocolobus,gordonorum,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Piliocolobus,kirkii,,yes,,,,,,8000,extant_mass.csv,,,,,,,,,,,,,,,,,,
Piliocolobus,oustaleti,,yes,,,,,,10350,extant_mass.csv,,,,,,,,,,,,,,,,,,
Piliocolobus,pennantii,,yes,,,,,,7400,extant_mass.csv,,,,,,,,,,,,,,,,,,
Piliocolobus,preussi,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Piliocolobus,rufomitratus,,yes,,,,,,9000,extant_mass.csv,,,,,,,,,,,,,,,,,,
Piliocolobus,temminckii,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Piliocolobus ,tephrosceles,,yes,,,,,,9700,extant_mass.csv,,,,,,,,,,,,,,,,,,
Piliocolobus ,tholloni,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Pithecia,aequatorialis,,yes,,,,,,2250,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Pithecia,albicans,,yes,,,,,,3000,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Pithecia,irrorata,,yes,,,,,,2160,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Pithecia,monachus,,yes,,,,,,2360,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Pithecia,pithecia,,yes,,,,,,1760,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Pongo,abelii,,yes,,,,,,57150,Fleagle 1999,,,,,,,,,,,,,,,,,,
Pongo,pygmaeus,,yes,,,,,,56750,Fleagle 1999,12.4,11.5,12.35,13,13.75,12.8,12.4,13.5,13.2,12.35,11.95,13.35,10.9,11.15,9.65,12.7,Swindler 2002,
Presbytis,comata,,yes,,,,,,6695,Fleagle 1999,5.45,4.4,5.3,5.45,5.65,5.05,5.45,5.95,6.05,4.95,5.2,5.7,4.4,4.05,3.9,5.45,Swindler 2002,
Presbytis,frontata,,yes,,,,,,5615,Fleagle 1999,,,,,,,,,,,,,,,,,,
Presbytis,hosei,,yes,,,,,,6077.5,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,
Presbytis,melalophos,,yes,,,,,,6360,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,
Presbytis,potenziana,,yes,,,,,,6367.5,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,
Presbytis,rubicunda,,yes,,,,,,6230,Fleagle 1999,,,,,,,,,,,,,,,,,,
Presbytis,sabana,,yes,,,,,,6250,extant_mass.csv,,,,,,,,,,,,,,,,,,
Presbytis,siamensis,,yes,,,,,,6250,extant_mass.csv,,,,,,,,,,,,,,,,,,
Presbytis,thomasi,,yes,,,,,,6680,Fleagle 1999,,,,,,,,,,,,,,,,,,
Presbytis ,chrysomelas,,yes,,,,,,7050,extant_mass.csv,,,,,,,,,,,,,,,,,,
Presbytis ,femoralis,,yes,,,,,,7050,extant_mass.csv,,,,,,,,,,,,,,,,,,
Presbytis ,naturnae,,yes,,,,,,7050,extant_mass.csv,,,,,,,,,,,,,,,,,,
Procolobus,badius,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Procolobus,verus,,yes,,,,,,4450,Fleagle 1999,,,,,,,,,,,,,,,,,,
Propithecus,diadema,,yes,,,,,,5387.5,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,
Propithecus,tattersalli,,yes,,,,,,3490,Fleagle 1999,,,,,,,,,,,,,,,,,,
Propithecus,verreauxi,,yes,,,,,,3250,Fleagle 1999/extant_mass.csv,6.845,3.965,6.915,6.25,6.82,4.68,6.93,6.88,6.885,4.9,5.12,5.4,5.49,2.835,5.56,4.43,Swindler 2002,
Pseudopotto,martini,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Pygathrix,nemaeus,,yes,,,,,,9720,Fleagle 1999,6.9,5.3,6.75,6.45,7.35,6,7.15,7.05,8.85,6.05,7.1,6.6,5.2,4.95,4.6,6.4,Swindler 2002,
Pygathrix,nigripes,,yes,,,,,,8500,extant_mass.csv,,,,,,,,,,,,,,,,,,
Rhinopithecus,avunculus,,yes,,,,,,11250,Fleagle 1999,,,,,,,,,,,,,,,,,,
Rhinopithecus,bieti,,yes,,,,,,12480,Fleagle 1999,,,,,,,,,,,,,,,,,,
Rhinopithecus,brelichi,,yes,,,,,,15800,Fleagle 1999,,,,,,,,,,,,,,,,,,
Rhinopithecus,roxellana,,yes,,,,,,14750,Fleagle 1999,7.9,6.1,8,7.6,8.7,7.2,8.7,9,10.4,7.2,8.3,8.6,5.4,5.2,5.4,6.9,Swindler 2002,
Rhinopithecus,strykeri,,yes,,,,,,11250,extant_mass.csv,,,,,,,,,,,,,,,,,,
Rungwecebus,kipunji,lophocebus,yes,,,,,,12500,extant_mass.csv,,,,,,,,,,,,,,,,,,
Saguinus,bicolor,,yes,,,,,,429,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Saguinus,fuscicollis,,yes,,,0.012,0,Fossilworks,368.86,Fleagle 1999/extant_mass.csv,,,,,,,,,,,,,,,,,,yes
Saguinus,goeffroyi,,yes,,,,,,492,Fleagle 1999,2.85,2.3,3.6,4.25,2.4,1.95,2.85,3.9,,,,,2.3,2.25,2.85,3.85,Swindler 2002,yes
Saguinus,imperator,,yes,,,,,,474.5,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Saguinus,inustus,,yes,,,,,,694,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Saguinus,labiatus,,yes,,,,,,514.5,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Saguinus,leucopus,,yes,,,,,,492,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Saguinus,martinsi,,yes,,,,,,500,extant_mass.csv,,,,,,,,,,,,,,,,,,
Saguinus,midas,,yes,,,,,,545,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Saguinus,mystax,,yes,,,,,,524.5,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Saguinus,niger,,yes,,,,,,429.5,extant_mass.csv,,,,,,,,,,,,,,,,,,
Saguinus,nigricollis,,yes,,,,,,476,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Saguinus,oedipus,,yes,,,,,,411,Fleagle 1999,,,,,,,,,,,,,,,,,,yes
Saguinus,tripartitus,,yes,,,,,,400,extant_mass.csv,,,,,,,,,,,,,,,,,,yes
Saimiri,boliviensis,,yes,,,,,,850,extant_mass.csv,,,,,,,,,,,,,,,,,,
Saimiri,oerstedii,,yes,,,,,,788.5,Fleagle 1999,2.85,2.7,2.75,3.8,2.65,2.6,2.55,3.35,2.25,2,1.75,2.45,2.2,2.7,1.9,3.8,Swindler 2002,
Saimiri,sciureus,,yes,,,,,,875.75,Fleagle 1999/extant_mass.csv,2.9,2.8,2.8,4.05,2.65,2.6,2.5,3.65,2.25,2.15,1.75,2.8,2.2,2.7,1.9,3.85,Swindler 2002,yes
Saimiri,ustus,,yes,,,,,,910,extant_mass.csv,,,,,,,,,,,,,,,,,,yes
Saimiri,vanzolinii,,yes,,,,,,800,extant_mass.csv,,,,,,,,,,,,,,,,,,
Sapajus,apella,,yes,,,,,,3050,extant_mass.csv,,,,,,,,,,,,,,,,,,
Sapajus,cay,,yes,,,,,,3250,extant_mass.csv,,,,,,,,,,,,,,,,,,
Sapajus,flavius,,yes,,,,,,2400,extant_mass.csv,,,,,,,,,,,,,,,,,,
Sapajus,libidinosus,,yes,,,,,,3050,extant_mass.csv,,,,,,,,,,,,,,,,,,
Sapajus,macrocephalus,,yes,,,,,,2950,extant_mass.csv,,,,,,,,,,,,,,,,,,
Sapajus,nigritus,,yes,,,,,,3700,extant_mass.csv,,,,,,,,,,,,,,,,,,
Sapajus,robustus,,yes,,,,,,3050,extant_mass.csv,,,,,,,,,,,,,,,,,,
Sapajus,xanthosternos,,yes,,,,,,3400,extant_mass.csv,,,,,,,,,,,,,,,,,,
Sciurocheirus,alleni,,yes,,,,,,355,extant_mass.csv,,,,,,,,,,,,,,,,,,
Sciurocheirus,cameronensis,,yes,,,,,,275,extant_mass.csv,,,,,,,,,,,,,,,,,,
Sciurocheirus,gabonensis,,yes,,,,,,350,extant_mass.csv,,,,,,,,,,,,,,,,,,
Semnopithecus,cucullatus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Semnopithecus,entellus,ajax,yes,,,,,,11445,Fleagle 1999,,,,,,,,,,,,,,,,,,
Semnopithecus,hector,,yes,,,,,,17350,extant_mass.csv,,,,,,,,,,,,,,,,,,
Semnopithecus,hypoleucos,,yes,,,,,,13300,extant_mass.csv,,,,,,,,,,,,,,,,,,
Semnopithecus,johnii,,yes,,,,,,11700,extant_mass.csv,,,,,,,,,,,,,,,,,,
Semnopithecus,melalophos,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Semnopithecus,priam,,yes,,,,,,12450,extant_mass.csv,,,,,,,,,,,,,,,,,,
Semnopithecus,schistaceus,,yes,,,,,,17350,extant_mass.csv,,,,,,,,,,,,,,,,,,
Semnopithecus,vetulus,,yes,,,,,,6400,extant_mass.csv,,,,,,,,,,,,,,,,,,
Simia,albifrons,,yes,,,0.012,0,Fossilworks,,,,,,,,,,,,,,,,,,,,
Simia,apedia,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Simia,faunus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Simia,morta,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Simias,concolor,,yes,,,,,,7975,Fleagle 1999,6.5,4.6,6.5,5.5,7,5.5,7,6,8.7,5.4,6.9,5.7,4.7,4.4,4.3,5.6,Swindler 2002,
Symphalangus,syndactylus,,yes,,,0.126,0,Fossilworks (extant 0),,,,,,,,,,,,,,,,,,,,
Tarsius,bancanus,,yes,,,,,,122.5,Fleagle 1999,2.9,2.3,2.85,3.95,2.8,2.45,2.8,4.1,3.5,2.4,2.5,3.8,1.75,1.7,2.1,2.95,Swindler 2002,
Tarsius,dentatus,,yes,,,,,,110.5,Fleagle 1999,,,,,,,,,,,,,,,,,,
Tarsius,fuscus,,yes,,,,,,116.5,Fleagle 1999,,,,,,,,,,,,,,,,,,
Tarsius,lariang,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Tarsius,pelengensis,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Tarsius,pumilus,,yes,,,,,,100,Fleagle 1999,,,,,,,,,,,,,,,,,,
Tarsius,sangirensis,,yes,,,,,,146.5,extant_mass.csv,,,,,,,,,,,,,,,,,,
Tarsius,syrichta,carlito syrichta,yes,,,,,,110.5,Fleagle 1999,2.9,2.3,2.85,3.95,2.8,2.45,2.8,4.1,3.5,2.4,2.5,3.8,1.75,1.7,2.1,2.95,Swindler 2002,
Tarsius,tarsier,,yes,,,,,,100.5,extant_mass.csv,2.9,2.3,2.85,3.95,2.8,2.45,2.8,4.1,3.5,2.4,2.5,3.8,1.75,1.7,2.1,2.95,Swindler 2002,
Tarsius,tumpara,,yes,,,,,,104,extant_mass.csv,,,,,,,,,,,,,,,,,,
Tarsius,wallacei,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Theropithecus,gelada,,yes,,,,,,15350,Fleagle 1999,,7.35,,9,13.35,9.15,13.15,10.7,16.5,9.7,13.25,11,8.25,6.35,7.1,7.8,Swindler 2002,
Trachypithecus,auratus,,yes,,,,,,7100,extant_mass.csv,,,,,,,,,,,,,,,,,,
Trachypithecus,barbei,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus,catemana,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus,crepusculus,,yes,,,,,,6650,extant_mass.csv,,,,,,,,,,,,,,,,,,
Trachypithecus,cristatus,,yes,,,2.588,0,Fossilworks (extant 0),6185,Fleagle 1999,6.05,4.7,5.9,5.85,6.4,5.45,6.3,6.5,7.75,5.45,6.05,6.2,4.55,4.1,4.15,5.45,Swindler 2002,
Trachypithecus,delacouri,,yes,,,,,,7900,extant_mass.csv,,,,,,,,,,,,,,,,,,
Trachypithecus,ebenus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus,flavicauda,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus,francoisi,,yes,,,,,,7525,Fleagle 1999,,,,,,,,,,,,,,,,,,
Trachypithecus,geei,,yes,,,,,,10150,Fleagle 1999,,,,,,,,,,,,,,,,,,
Trachypithecus,germaini,,yes,,,,,,6750,extant_mass.csv,,,,,,,,,,,,,,,,,,
Trachypithecus,hatinhenis,,yes,,,,,,7500,extant_mass.csv,,,,,,,,,,,,,,,,,,
Trachypithecus,johnii,,yes,,,,,,11600,Fleagle 1999,6.6,5.15,6.25,6.25,7.05,5.7,6.85,7.05,8.6,6.3,6.65,6.85,5,4.7,4.6,6.2,Swindler 2002,
Trachypithecus,laotum,,yes,,,,,,7000,extant_mass.csv,,,,,,,,,,,,,,,,,,
Trachypithecus,leucocephalus,,yes,,,,,,8100,extant_mass.csv,,,,,,,,,,,,,,,,,,
Trachypithecus,margarita,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus,mauritius,,yes,,,,,,7100,extant_mass.csv,,,,,,,,,,,,,,,,,,
Trachypithecus,maurus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus,obscura,,yes,,,,,,7080,Fleagle 1999,,,,,,,,,,,,,,,,,,
Trachypithecus,obscurus,,yes,,,,,,6800,extant_mass.csv,,,,,,,,,,,,,,,,,,
Trachypithecus,phayrei,,yes,,,0.126,0,Fossilworks (extant 0),7085,Fleagle 1999,6.25,4.9,5.95,6.25,6.6,5.35,6.3,6.65,7.95,5.6,6.1,6.1,6.65,4.4,4.2,6.1,Swindler 2002,
Trachypithecus,pileatus,,yes,,,,,,10930,Fleagle 1999,,,,,,,,,,,,,,,,,,
Trachypithecus,poliocephalus,,yes,,,,,,8100,extant_mass.csv,,,,,,,,,,,,,,,,,,
Trachypithecus,shortridgei,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus,sondaicus,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
Trachypithecus,vetulus,,yes,,,,,,7035,Fleagle 1999,,,,,,,,,,,,,,,,,,
Varecia,rubra,,yes,,,,,,3300,extant_mass.csv,,,,,,,,,,,,,,,,,,
Varecia,variegata,,yes,,,,,,3575,Fleagle 1999,7.8,4.6,7.3,7.6,7,4.7,7.1,8,5.5,3.7,5.3,5.6,6.7,4.1,6.3,7,Swindler 2002,